storyid	split
68e004a7-7b62-4fdd-ba82-1af1e8a9c23a	train
c98079c9-d4de-45b0-8198-163060fe917b	train
ef6d2c7f-5f4e-4276-8d0d-1ae3f222bcaa	train
e53ae88f-1bb1-4bc6-981c-dfa129d83a6d	train
5aae423c-af79-4514-8202-003d32927eb7	train
1de1eb47-d954-4396-8ddc-f8afee5672da	train
c775ef15-8e3f-4300-9d43-5e8daebda967	train
01d31ae2-ea20-4892-998f-5a260de35139	train
d9dc9d34-b371-4dac-8f0f-0da55b778b17	train
b94d161c-fc52-49f7-95ef-51f39d5aeb24	train
33eafc8f-b1a9-476c-a338-413a2799aa28	train
6727d5ec-1510-47f8-aa84-b6806bdd976f	train
3315e15b-5958-4b56-a93c-40268d169be2	train
6a3c01ac-ef7e-4d84-aad9-19ff80bd3fda	train
02af9ebf-6fb3-4445-b5b2-24bc393f60d1	train
d95b54ae-5ad7-4d97-a274-938c98c1f0e3	train
2cfea0df-17d8-4681-9239-2883c9aed360	train
a739a535-4c89-4d95-8152-ec3f73001aab	train
379a5098-62f2-41cd-992b-f7fa8a4948b4	train
b7e36802-4a65-4196-af1c-e83a26b76bb0	train
ea1afa7c-d014-4ae2-9eef-794e7f66b999	train
4042017b-455c-4554-a806-365b967f0f43	train
19dea22f-b90c-4c17-969b-f27af2ff49d0	train
c4b9c811-aea1-4beb-9f95-009305495ec5	train
2a7942dc-f5ba-4825-8b37-4482bf19644f	train
3d030799-75b6-48f8-a9e4-73bd9b27c953	train
20345f31-03f3-4d1f-af2e-8e3e4a50a0e8	train
c53b367a-d1da-4c70-8a67-11f444969985	train
237c86d6-0b56-4d3a-94cd-3e2983673c3f	train
4698c23f-04d6-4570-b38d-9b8f6c7fae26	train
313d1599-c134-499a-b255-d862a7fb59fb	train
16247f06-ac7a-454f-b9c8-6d3096e7196b	train
f3094895-f6c3-488d-8a7c-1a11991ac975	train
bea2a061-b0d0-4b8b-8c5a-a76383468b61	train
1924a07d-d7fa-4a79-b1ef-690cbf5ec6e4	train
ae96ad5e-fbae-429f-b7f0-b3f2863a3e09	train
79f4a529-d2be-46b4-9410-900e0bee9d7a	train
18c3fa93-d1fe-4707-807f-fb1c176dcf2f	train
b89c426f-4498-4003-afa1-e4fdc757319a	train
e64f4ee4-eed2-4100-b567-403de3e3e829	train
c0018566-4174-4943-8ca3-b5a1c972684f	train
fd0c0546-16c5-4b13-8fc2-365d4d141837	train
3d5c36cd-b273-4be6-b0b2-4c80f4fcb275	train
e3fe08e7-db2d-4d48-969b-59dd0f56d6c7	train
bf3e378d-f6a7-480c-bbd4-212e7efd1c6b	train
1cadec47-7118-4f14-8eae-bc65459bd1a2	train
88f9c16b-d120-4840-9189-ab7067656f6a	train
b51a1648-e7dc-4a50-a49e-a6932656a9c0	train
09017bff-d478-4cad-b74d-2e51b0f5fea9	train
eddd6ac3-a48b-4b81-b856-21ee7eb550cc	train
aec507a4-2e6c-478f-b5ef-3c1278fb57b2	train
76248bf4-18de-4da8-9af3-d7c21e0fb06f	train
d86f4195-ebe3-437d-b8c2-66caf44faf75	train
e597d8e6-3b4b-4cd0-82b2-5e513656dfad	train
e85aed36-a07b-46e6-8fe8-01a41e63a074	train
81284335-fac7-424a-a403-70fb982bde3c	train
d1e42154-204b-4402-86e3-e45b13e92f9b	train
0893e0b7-a4dd-49da-912a-6c2ec97f2396	train
5f3740d9-1cbe-4f74-a4ff-d4b4c6151bd8	train
f9623247-2539-4e31-bb86-d5337408b3aa	train
55b53a67-2eca-49d1-ad3a-72a2935a50a4	train
66b45396-1ac5-451e-9dee-f69e1d94722c	train
ca856a99-9b5b-4b49-8dd4-07c9227b3314	train
3d7c6b76-7718-4dab-ae69-0ab508fc789a	train
1088c529-14c8-45ae-83fd-5fdd1b5a3e32	train
deb41ca2-a019-4afe-8299-e6279ced6dd3	train
183205e7-8a13-48d4-8595-3785aca4341d	train
36472526-2836-434e-bdd4-f0a441a7783c	train
d55172f3-baed-4542-a4f0-71cd524c8d2e	train
108a2ca4-0bf9-437a-8e80-d05c0dfdd95d	train
97e7ef71-7a50-445b-b288-4e4c52a47314	train
185fd04c-0c35-47a2-b691-ddd09763f937	train
bc9c03e7-0d95-44aa-af5a-46de26e03a06	train
aef0348d-788a-4055-8c01-62b5f21882bd	train
0d03dcd1-7567-4496-b977-77a38f7bbbd6	train
999cc08d-40f7-4692-895d-06beb31bcc49	train
f22f83d9-2519-4d50-9980-48a5ce14ef40	train
ac963722-58e1-4b2b-971c-0cc72724d630	train
5db4c423-78ea-450c-8b88-1bbd98594321	train
149bc777-387f-4eae-80bb-88eec5cbd3c4	train
6ef52268-c0ec-45a5-9f05-cd1ba58f22ad	train
cda79f5e-537d-4c9f-98d8-f411a1002ade	train
959d2eb8-82ce-49ca-8750-fc7e7a652fe1	train
ff113e3c-b40e-4e18-9aad-94d3e83c8174	train
a8d38451-42ae-4ce5-97fb-29f5955ab8b5	train
f440955a-9cfd-4e6b-8183-e2e9798a88e1	train
9387e243-c5cd-4b6d-864a-83ef5d5e3e79	train
7b226d86-b1b3-437e-bd2d-d4d6b72a6cbd	train
6263d495-957d-4489-ad38-3db99bf15007	train
829e7a3c-c558-4901-a3b6-260bb6a9eb0c	train
702f5d0f-d00d-416f-935e-9ecd15bcabb8	train
eef444e6-b33e-48f4-b05b-bdfb8d39948e	train
68b1c117-215b-48b3-b256-4c8f0a77790b	train
23462e24-40cf-4fd1-8b8f-33740606d427	train
e7a2fade-87a6-4cc2-93a6-b9e99e74402b	train
b15ab78f-d311-4575-a3f0-60daea663881	train
9816852d-20ac-4bf6-bac8-6cd377889a9b	train
500c48f5-57c5-4585-9561-7ab88b1d43e8	train
1e4b5689-b77a-4bc1-9307-ad2d7964aaed	train
a9987f9a-c904-49f2-a5a8-e31af7a80b43	train
b51c0d1b-1c89-484c-ab8c-f5157d03f49f	train
605a796a-7351-40da-8681-fe7ad908753a	train
14e34419-f356-46eb-a229-2778ff3642a9	train
64513e11-24ee-400f-9a15-fea01ff31738	train
1902aec0-5686-4611-9ba7-a828af149d72	train
438f4e7c-110c-48a3-a880-d89da1e4a7a2	train
ed548265-f4ea-4f93-baf1-bee0626ca8d5	train
20d6bb16-849a-4f28-8c9d-8b8ba54f279a	train
656bd8dd-f67f-4517-a220-f664bec4dfc5	train
bb4a776c-24ec-4570-a82e-a7c252c40d7e	train
7d896328-1331-409a-af5b-076334e62028	train
7bb4a49c-d895-47d7-a9f7-d7672dd6726d	train
e3105000-2eea-4129-902a-39e4d9e560a5	train
ffb36e23-250c-4a7c-8901-91f6d3bccdd4	train
0be64160-7ab7-4992-a1c2-42c3bc10b7d0	train
446f25ff-2a40-4c0d-8c76-c8452ba634bd	train
e056f45d-8445-4b6a-9e4f-4684c6ffa47b	train
78e66f05-ff24-44d3-96e6-7102c24781fb	train
e60b81be-f89c-4eb9-b28d-be8a36f7736c	train
ce5cee96-8c6e-45ad-8acd-b0e30f65d89f	train
c8edc03d-2ddd-4119-84b0-9f89e130e8e3	train
aacefb7a-6ca5-4686-aaf5-95f89111fdf9	train
603b007f-00af-47b4-acb9-d9e0064bd871	train
6b24f4c1-b1d3-4022-808b-509d47073465	train
b34728e7-e1af-418f-a075-686cf4859de3	train
f0e5a29a-fd8d-4d2c-ad4c-30c734519576	train
c67e7ef4-dccf-414c-b5df-acb9859f768b	train
b233c6fa-c54e-4b25-9237-c4fb3a0c4384	train
53e47439-b66e-40e2-a3e5-78eeb1d0167f	train
1725a212-806a-410d-8280-070af27e2ffe	train
6e4c1fc2-debf-4221-9e84-b1818b1d0c98	train
cd32ac38-8b87-4e9b-9115-369fd87686de	train
6ec45aca-c7f7-4c0b-ae4e-357d837ccf4c	train
b44435e2-d8fc-4f75-9918-f600965a9900	train
affa3381-8e63-4905-9915-b33b7f0b10d6	train
869ce306-5ebb-427a-ad96-59ac86b3f35a	train
07822626-1cd4-4af7-8d66-ffa9dd406144	train
d83e791c-f75b-4264-9f2c-a06c2bbb30b3	train
3e18527a-3a26-477c-86ed-69997f0503b1	train
4a03bc5d-d179-4a39-b205-cf7a5f6de7fa	train
afbb00ef-87e2-4e19-8358-7cae06ee1822	train
0696977d-4e80-4967-87fb-18d3c884395f	train
da5bc1ae-db4a-4a03-8f8d-cc5518c816cc	train
2f04ff90-5907-46cd-b0b4-038282b581c9	train
1ca8b332-2a37-4f37-aa58-f31dffa988fd	train
448c8d48-87fb-4f6b-9791-743e7fb5a48e	train
33f08548-7c4d-41d6-991c-b97532684ccf	train
e5b9f51b-0111-4a90-b8d4-5aa4c0553bee	train
4b6209f1-1b23-4905-a86b-f16df85cf34b	train
abf422ac-f170-4e73-b66c-10734edafc9f	train
f86e3674-fce1-4cca-836f-ab9122c3fc92	train
c460ec77-9c6d-4973-b589-073ec5038c7c	train
68600def-3f32-4b87-8cc3-6e7dd1e4bee9	train
85b34388-5299-43b8-98b9-bcee0d16b47f	train
b4e8705f-45aa-4c75-9cd7-de381c26aa42	train
f0e85978-d879-4b35-a38f-fad6ffdb33b3	train
372ff07d-e518-469f-b63c-75c5be06b709	train
4193b1aa-1980-47de-859a-9ec8a12f483e	train
937980d3-3daa-4b02-bd78-837916169aa1	train
e07ad7fd-9901-4332-953c-3c572c41e087	train
f3ac7e41-945e-4bc0-a0bb-912fd0069021	train
80ec25f3-4816-4b48-8123-689f49d88f08	train
f9f9cc41-e0a5-466a-8ef9-207ddf3cfee2	train
0e38a475-19df-4bc7-bc4f-5eb3f9beefbf	train
c50a4eaa-6d39-4601-9941-3b5cd71d0785	train
999d805d-c2af-48f8-bd42-748ed87a42c7	train
0672dd55-feb6-4141-977f-1a21cd9fa196	train
73269d62-c7f2-4c3a-8e00-6165011df05c	train
43f73341-aa10-4bde-81f0-2278008a7324	train
548caae2-2da1-4b18-9ec4-e88e35c28bdc	train
af7af61c-8ba1-47a7-80f4-cbb55661f5c2	train
0d1167b0-5032-46d0-8e5f-a5dca7056ca3	train
db028776-b593-43fa-94c7-c956940d5af7	train
3b8c88cd-5237-449a-8715-acbf58513355	train
dabbbebf-da7b-401c-acbe-dbef849aa28d	train
2ba9f4f4-e1f0-41a0-a8e6-45a77600e2db	train
a0606004-0dd2-4ba8-9ea6-fdd19af25502	train
2e6c39ea-3f7e-4db2-b34f-5f8ce0420a9d	train
a3f234f6-f06e-4592-9c3f-3eda97a5395e	train
2b1d44e1-3227-41da-8dce-1b645e7cf491	train
5fac6ede-bd0f-4ed6-90d5-92d8bdc7c524	train
b7e37e67-8ba9-4af5-a4ee-0db31060b623	train
51960639-11cd-4dfc-b299-326fba113f0c	train
cb29f1cc-dbfc-423f-a97e-9cc11533c483	train
e33e1f18-7468-49f4-94f4-f09fa2a58836	train
97452a1f-dec3-4965-9bd0-44c890d8235a	train
ff3c24ae-a139-4201-8d1c-9f49622ab709	train
c2ce6971-0163-458a-9038-4d60989cd96d	train
3be4dbeb-1aed-407f-9378-4c06388f8461	train
22d6ab4e-49a1-42f9-b57d-ef482c1ee1a6	train
d1db63dd-8802-420e-8d3f-aefc5399ba99	train
75d34357-3eaf-4d04-9fc4-69bd7c51ca3d	train
b9d85fa4-883c-4768-a267-d5d170783475	train
31196e30-9743-4243-a2de-6ae3f3bff487	train
aa09f750-a904-4c4e-be52-ad926cfba786	train
91e1e2ce-b8e2-4005-86f3-bfe343d9e737	train
d2a0bf5d-2992-4ff6-be0d-dd8bfe08f485	train
268ebe5d-dba1-4efb-9594-7459673fa711	train
f2b806ba-3b96-443e-b9e5-14304fe26505	train
ea03c840-786a-4f9d-8f1e-fd8fadcb4c47	train
da0d7887-8506-4d7f-b567-797b74dcf847	train
33d8e880-47b9-46a7-82dc-2b9706fae1da	train
74804d67-b9d0-4d90-8e35-7a750592b2e2	train
9001e14f-5ef4-43d1-ab9a-34b0a099de65	train
0a23a15b-6421-4a13-ae1b-e556cc39fb0d	train
ee05efb3-8ec0-4b2b-8f6b-7c224cfe0c97	train
19f6b2ec-0c20-48ce-8052-1048f7335e90	train
e2e04b6d-9ed2-49e2-b35f-2b61f3e92a00	train
e1405cc3-c647-4fc9-ac4e-bb91d35f08b4	train
3a3d161d-f6d4-497f-adf2-6441244782ac	train
786fb43e-6231-4396-87bb-906342e8e837	train
3b5c1cc4-aa22-4eb4-a372-7138176a997f	train
5ca06594-a00d-4826-9c3d-fc4d56a3fb0b	train
56a4aeab-d5c8-4fd0-ab9d-5a4e5b2fe075	train
9553be8a-e5bd-411a-88bb-29bcf0a2f094	train
c49fba84-318c-406f-b898-34ac976ee310	train
41e1a443-5675-4e0c-9bdb-e00bfc8a8a3a	train
9902149d-758f-4598-871f-24f8bdc518ad	train
76f79ec5-ac8d-4585-a92a-be364227a299	train
b0e6255b-dc77-4796-96fb-65b921d15ef3	train
bf5f92e6-62a9-4eb9-90ae-7e2d6cdda69d	train
af6a87c0-6e97-4ab5-b2c8-ff3fa5aa7cbd	train
30a428a9-59bc-424d-8783-fe2e7c6e401c	train
a55e5806-629c-4cc5-8438-59bca807176a	train
211b359a-c2cc-4dc8-8e20-f02541f8377f	train
fe1cd201-8da5-48f2-9ab2-4a2fe9b9b204	train
5a19ceb3-8745-40b7-b526-2bf7940f534d	train
35be563d-c7a1-451c-aa58-feb7e0702dde	train
3a7d2bf7-bbc5-4154-9adb-6ced0c6df9bd	train
53471043-555c-410a-bf7e-c1b1b7a09dd5	train
039173f2-f154-41d0-b372-0d64ed44a28c	train
5fe86559-7012-4317-9873-b987d88ba6ba	train
8ae90acf-d8a3-4c00-a8f7-1d8db67fb6b8	train
accf49c2-1475-4c5c-b6cc-569c8d2bad7b	train
d0f7d988-a0bb-4838-9abd-21609a575952	train
b45a2b7b-0d90-41e2-9e6c-171a2e88d57b	train
f869f4b0-06fe-4538-afcb-4e6fdba7abba	train
afd9b0aa-3d02-4fcf-bd6c-5029e04c6305	train
57103f58-f9b6-4e13-8b4b-d2d84959b738	train
d4de70eb-0b7f-464a-aedb-3fa0a13cc564	train
07de650e-cc48-4674-a459-6e966af6bd70	train
3efff02d-8ab8-4c49-b9e1-b84262b1e33b	train
379866fe-3d81-4154-9aac-1f4481481aaf	train
17233b70-e126-4523-b554-7bd1122deca3	train
3ac75c81-5799-4fe6-9207-ac4173f18a65	train
a663d3b1-25ec-4c0a-bcc5-4d937a233f96	train
66cab314-b79f-45d5-9f78-7c29fac5088c	train
3b83b069-0003-4798-92fc-e71b940cb757	train
59fa929f-c46c-4465-a333-1aebca0188ed	train
28a164ec-12a6-4ada-a780-277036c783ef	train
04cf9524-b2a8-4095-bf65-90520c602b4a	train
d66c6c08-6239-4d83-a558-c8d48807d553	train
9f2bc1bf-6591-4e82-969f-b8a1b8dd8593	train
5dd6edef-bf06-44e3-abd3-3b386365bd20	train
9952a8ba-0f96-42e0-8dfd-8f5b17ae77d2	train
0fb9448b-e473-4ccb-abef-0a20c005e20d	train
d40cbda2-bc9e-479b-adfc-499693c6f5e0	train
08a02ae7-ddc7-4eac-8d70-f27f14483479	train
ec68e1b8-c4e7-4729-949e-ef1471aab33b	train
f07b1317-5837-4e35-b4ff-e9cc8ca770ad	train
d466c6a6-f3b5-4ae1-ae13-036ebe18d708	train
e92f4dda-6e38-4aba-a5a7-c8465554d016	train
bc3b9442-647e-47f2-a781-bc99c614ee9a	train
18bf0cda-e7a8-4073-bcc4-847c509738cb	train
c021a6f7-39ea-4d64-a880-2e23e94e5c78	train
ad8db4cb-aa8f-4361-baf6-2a8168be1185	train
9975a2b6-7a2b-4b85-8104-0a3a11f9f1f2	train
3040ea57-18a7-4baf-be1d-fb22f0119e9c	train
7312262d-87e3-4467-ae4e-cd2c79dc028e	train
c16b61db-4347-478a-9073-28c6133d316d	train
c3dad183-4373-43c9-81e2-63e218f417c5	train
82424e50-6fee-409e-b93d-853844a78ed5	train
8116fbea-bfaf-4b24-8db5-249991e93c44	train
8e92a877-02e9-4220-aa58-b9196fd509a6	train
29f7937f-ca16-40b4-b9e3-729199189340	train
8b199695-63da-4541-a2d9-dcbf7cafb68c	train
63ccb869-3cda-4e13-a5c1-4c2f63511671	train
bd1c0096-b61f-47c8-a798-4c245775bdfb	train
66e937ef-8582-4e89-8619-ab01d94dbbca	train
c8e7929f-1234-49c6-b176-c1926445196f	train
51337099-d6e9-45a0-a881-2f53dc2b3685	train
d4e93c6d-4c16-471f-a0af-e7a72c454353	train
ea53afb0-4c76-4b91-a717-849bec500079	train
37c8d0a2-5763-4e9a-8fed-0d72634c3cc9	train
77526927-419e-4ebb-8dd4-a08bb6645e2a	train
4e0f888b-7dd7-4470-be46-0616e99ca60a	train
e8e2c1cc-b396-42c0-a3ea-64fc75731d4b	train
9c1e585b-5f1d-4e31-bdcf-75400fc3ef78	train
c1fa162e-2f03-4fba-a7c4-1dd1fb414dcc	train
833c2852-2bd6-4c0f-a416-464518e9b4bd	train
6f69fe82-c877-42d1-a3c5-bdd05bc59119	train
408da7a1-57f1-4535-b4c4-f0d2261f513c	train
a7dedbd8-dcd2-439b-8322-ffe1f6ab5573	train
6e007fa1-add6-4d96-99ec-1c57353cccc1	train
5feee61c-fcb3-4fb0-a8f2-15ae18d27591	train
5a741fa7-435b-436a-be52-2e37f732931e	train
8ba2497f-3cd0-4e44-99ba-dd264745376d	train
ea4bdd2b-147f-45f5-a8f6-f4883715c404	train
72d6ba5c-3525-4c06-8abd-a2e18f09853d	train
f384657f-eaea-4c16-9831-41c149bd3c09	train
dc68df91-ba28-40e6-b43c-070bf9823b71	train
725aac7e-5edb-480c-aa07-af7c867d1967	train
200c943e-73d6-4d6d-86a0-47ea422c6afb	train
da9d92d6-29e6-4153-beab-66f9d359f8b1	train
96cdc593-3173-4f44-9c2e-b917ad8bce20	train
f192863c-4490-424d-92fa-a324b72bc19a	train
0ce7909f-7013-4660-b70d-6d186ebf2a45	train
20e057f4-09e8-4d05-88e7-18151cf8f169	train
bd5a80f6-16a2-424a-bcff-82234217982a	train
146f9efd-6997-401d-a78d-d8f93b1710a5	train
2336a6b8-d4bc-4d15-9042-becb2e88c266	train
341f8495-63e4-4de6-a220-b9447f9ef2bd	train
54fa7849-5ecb-440c-953d-b8deb0c6b6f3	train
dff954ed-e7e2-4da2-b931-d950b553f342	train
aea75ccc-f725-4321-942f-65a0a05e38f1	train
0100ee9c-7359-4ddd-b406-d2134eec55c9	train
eb995090-4bb7-4488-9af0-657dc8eef082	train
626b2952-6333-4dae-9144-18b55ad95c01	train
031b4293-6ab7-4a83-8176-d23a53927177	train
74eeb067-d59c-4531-9893-17624729a622	train
127201b6-c58e-4b85-98a9-5a9d2062c7a2	train
48bf1972-5d34-4fa7-b333-0570f6c54a8d	train
a51a559b-7860-4637-8639-be1f71540d6a	train
d228c5df-c3f7-4c86-a528-94cfd4cfc526	train
80bc93a2-ce68-4dd9-9909-b69c91e9e22d	train
cc745116-3dfa-47a9-8120-c475a2fb6bae	train
76821cce-38a5-4a16-9621-29b73d6bb0c4	train
5b753e11-a000-41c9-ae5f-7f49b44ff7fb	train
098214a8-e6b4-4334-b048-5bf3c6bbac08	train
f3af7a95-56bb-43b6-bf74-4e1fb7a35fe9	train
f1e2a35f-bdf3-4645-a9a2-af7810affb2c	train
a7ffd82a-160c-4ea6-9575-ac99994bd839	train
a0aed4a9-ee70-4181-b700-def6411d13ac	train
1eab80ec-3584-443a-b309-dc3b56f34cc9	train
46bf97e3-0448-45e3-8c79-b213be1cf49c	train
f5182d37-62f4-4cb4-bc4f-77bb5a488048	train
f08a8dc5-4cf1-4ae1-9cd7-4585ca3dda41	train
07401c2a-29ad-4243-add4-e957c9cacf51	train
643b1dba-dd81-4d03-8fa6-5a370fcc06cc	train
0a3bc7d2-cff2-4201-baf7-397c472ab2aa	train
b0c96c29-1785-4841-9b24-323415335be0	train
bb15a66a-157a-45bd-af70-9f63370f3039	train
6432b522-5177-4bb9-a23b-4581a000de60	train
44f94004-34d4-407e-9cf0-8a93f78212b0	train
bca8a87f-fa9c-44a4-aff2-77b30a6c9f84	train
cde3fb67-644e-4e42-8061-7c8c89e28953	train
2806edd8-ddf0-434c-9d56-0b4527fa52c9	train
a539e4bb-d139-4821-9311-f49cbb024b8e	train
10a4fa21-921d-4d67-b842-906e60aee826	train
3befd8b8-d537-4bcd-90f5-12a70ef44135	train
9f4ca3d5-63f4-4f14-9697-cacb52494da1	train
0d005157-fb48-4975-b5e5-ae2d4104a73c	train
67571394-5c1d-4f31-975b-46802689167e	train
f59f976b-0db5-4c17-9bbc-c343fe57ee60	train
f7d2867c-626c-4909-810c-6cbf577c8a0d	train
cf03639f-4004-4a6d-85c8-b0d17957abd0	train
5e28e4d2-2bb8-43ee-9ca8-20a0b046f01c	train
e6716f04-407c-4fc7-b426-6a6cea4f3d58	train
eede79b8-b5fb-47c8-bf5a-4edce1c838bd	train
0b277614-e079-47d8-b839-71d37c23da87	train
2dcad768-b282-4d01-9a02-7921446796a2	train
b156c6f7-1453-4496-874f-d1c73ed87b86	train
cfb8f5a3-9246-4ade-9c04-7de45dd04db8	train
c1973898-000e-4ca2-b445-e3e9ea2f0786	train
87ae0a0d-4c21-47c0-8c44-a219fb528184	train
2f7bd194-1d6d-4ea3-a0ca-753d72261d67	train
1a4b2cb6-57af-4b86-9878-6fa1953d70f7	train
9d7f5267-a504-4829-b538-4aa365e2445d	train
51b86875-1556-43b2-8f11-70be3568cbea	train
526aef57-e0b5-4f97-811d-e827d5cd9817	train
e5369689-4937-4395-8dd3-33b581aa4ce5	train
597e138f-a3fa-4c0d-9c10-1c69512d9552	train
3e7d0000-f357-4a8a-b898-f07c49b66091	train
0cdba7c2-4f53-42cd-bdd3-9d47a0b486ad	train
cca35db1-04d5-4fbe-8f2e-6b4676c86c9d	train
a904d961-8d76-4842-80fd-c3f0e288aa63	train
f8ea9077-8987-4308-addb-57e67bcb3f35	train
b6396413-b3db-4428-9cdb-e0da3f7c397c	train
acf1a61f-5061-4813-bef5-9074a6b83870	train
a6fca678-eef5-46be-be6e-4eb40355a6c1	train
c28bd093-385f-4a0c-8aed-50082ae2de99	train
c4d9c970-c844-4736-a5d0-f68ca3fd3d1f	train
469e5829-862f-4fc7-a2e0-722c2c57deb4	train
2fe764fb-64ac-439d-b32a-5c434c1c3ce9	train
835386f9-beb4-4aaf-88cb-6c089bf8e410	train
4501d96f-4191-4d8e-ac1e-23b9076b3ece	train
3adc30b7-369e-4e39-929b-e2121dbd91dd	train
3598ef47-ef9c-4a88-9721-a7fc9f9d7004	train
b78076f2-a856-4159-af0b-977f1f472f11	train
1d4dc5b1-aa47-4cb4-932c-58506223a76c	train
77f44d9e-4fe9-4f0e-bae6-2f6f318c4197	train
3ef594ba-9734-4fc4-b4be-6841f9e672b5	train
978dddf1-4a52-4c5d-90ca-8f99f95660e2	train
433e5d71-d29d-4aa4-bda7-535428ede8fd	train
ad3203b0-a1c4-4f8a-87dc-706c48054c10	train
bbf9851d-f5af-4e13-8f3f-638e13709399	train
17e73678-074c-4702-9b00-e3ae8255e1bb	train
a5b1b9a9-1cc2-4370-b5e3-87d895aec06e	train
99646aeb-cb79-4253-9fcc-7a5e49d8d0ac	train
173b6eb8-7842-42fa-92f1-c0e17da58dca	train
f79bf2da-bb7b-43ee-b7b9-e605609b9e03	train
72aa4afa-77a4-4f9f-b795-62d223dcf567	train
826d17d0-7799-40f0-9339-12e6aa179d60	train
fac3abb8-fb14-4cc4-b5f1-3d89c091549a	train
821e663c-6123-479d-8178-508df5b22158	train
cb830d89-4b07-4cda-86fd-7ec9612c858a	train
269e5ce7-2071-4a3e-a8bc-2db39032d0e3	train
495a4411-0419-4d98-bad5-fed33b0825b7	train
aa5bfbfc-ce3d-4e94-b95a-6897a499f166	train
f3b518a2-3e49-4257-a118-10837b164ae7	train
a3fba102-7575-469e-be1b-1d40c3cf2e57	train
dc96ea79-21e9-45c9-9903-b6158e270a2a	train
96c4d2d7-5328-4060-b332-9e173a808fdf	train
b041e653-d60e-435f-977e-8a92484d803c	train
083916ab-9794-4dd0-9fb1-b6fd9ad0418f	train
211ce0ff-c18a-4c85-97b6-baea264d2f67	train
b8dbc498-f803-4391-9e69-1220189a3bba	train
76ac4ea9-1a7f-4c29-9624-a0bb9be8141f	train
29e28b91-0c59-4c3b-b6f6-16b41ef6df70	train
